TP_ESCOLA,NU_NOTA_MT,NU_NOTA_CN,NU_NOTA_REDACAO,NU_NOTA_LC
Pública,439.5,499.6,640.0,361.4
Pública,378.1,389.3,440.0,501.5
Pública,433.9,477.9,520.0,546.3
Pública,413.0,476.9,360.0,499.6
Pública,440.3,417.6,540.0,501.0
Pública,447.6,400.0,600.0,429.4
Pública,370.7,459.7,600.0,566.0
Pública,688.5,424.1,900.0,556.9
Privada,738.6,634.4,940.0,616.7
Pública,685.2,598.3,640.0,549.9
Pública,532.7,450.0,800.0,574.1
Pública,484.0,367.9,600.0,534.5
Privada,513.8,477.3,700.0,599.5
Pública,632.4,532.9,780.0,609.7
Privada,806.8,616.4,840.0,651.2
Pública,667.0,607.1,480.0,596.5
Pública,512.2,531.4,640.0,588.9
Privada,489.5,398.7,580.0,520.3
Pública,444.2,391.3,620.0,497.8
Pública,436.1,453.6,820.0,532.3
Pública,632.1,459.3,760.0,560.9
Pública,510.4,507.2,660.0,601.5
Privada,665.6,350.6,620.0,430.3
Pública,540.5,420.6,560.0,505.3
Pública,372.5,461.3,500.0,500.9
Pública,453.5,408.4,360.0,513.7
Privada,676.6,444.0,600.0,556.7
Pública,427.3,368.4,440.0,532.2
Pública,549.1,457.8,320.0,539.0
Pública,402.2,457.7,500.0,566.7
Pública,434.3,420.6,580.0,515.4
Pública,475.3,487.1,560.0,498.6
Privada,638.2,579.8,620.0,610.4
Pública,450.1,368.2,540.0,521.7
Privada,615.8,511.1,680.0,532.2
Pública,696.3,518.6,680.0,604.9
Pública,415.6,420.5,500.0,493.1
Pública,519.2,399.7,720.0,498.3
Pública,465.1,459.7,820.0,582.0
Pública,424.4,358.7,500.0,492.4
Pública,635.3,593.4,760.0,594.0
Privada,747.9,597.1,860.0,572.0
Privada,436.6,448.1,540.0,516.2
Pública,520.4,393.2,560.0,458.5
Privada,694.5,614.8,840.0,625.4
Pública,525.5,412.6,420.0,496.8
Pública,432.2,373.6,700.0,496.4
Pública,638.6,527.5,820.0,607.7
Pública,406.9,406.7,440.0,450.5
Pública,593.6,599.6,820.0,633.3
Pública,653.8,590.2,680.0,593.7
Pública,602.4,436.7,520.0,501.8
Pública,586.4,467.8,560.0,527.4
Pública,604.7,553.1,720.0,587.0
Pública,729.5,610.8,920.0,665.4
Privada,826.3,663.1,940.0,638.0
Pública,565.3,548.6,760.0,568.6
Pública,669.4,552.4,700.0,554.3
Privada,564.9,520.7,740.0,588.8
Pública,619.5,529.2,680.0,548.4
Pública,444.7,371.2,460.0,492.9
Privada,491.4,530.2,900.0,588.4
Pública,407.7,578.9,640.0,626.8
Pública,415.1,444.8,600.0,438.8
Pública,484.5,535.1,580.0,557.5
Pública,463.8,437.4,560.0,537.4
Pública,686.6,587.5,960.0,594.7
Privada,592.1,485.1,920.0,542.9
Pública,608.7,518.8,680.0,610.9
Pública,449.0,441.1,500.0,544.1
Pública,661.8,465.8,480.0,560.4
Pública,427.2,383.8,0.0,386.9
Pública,400.2,424.2,560.0,424.9
Pública,436.8,477.9,520.0,485.6
Pública,402.8,460.3,340.0,432.5
Pública,581.5,483.5,600.0,518.2
Pública,530.0,474.6,580.0,473.0
Pública,419.9,443.8,560.0,506.9
Pública,466.1,602.2,500.0,483.1
Pública,413.3,479.2,780.0,527.8
Pública,473.0,404.3,740.0,509.6
Pública,454.7,473.8,560.0,527.3
Privada,616.6,529.0,940.0,569.5
Pública,483.0,399.4,600.0,528.1
Pública,437.0,365.8,560.0,488.9
Pública,658.3,505.5,600.0,577.5
Pública,426.6,500.2,680.0,529.1
Pública,396.1,485.0,680.0,570.7
Pública,416.8,476.5,620.0,567.6
Pública,458.1,436.1,540.0,425.8
Pública,359.0,364.1,400.0,338.4
Pública,439.9,485.2,720.0,405.7
Privada,696.7,517.1,720.0,585.5
Pública,480.8,393.7,560.0,498.2
Privada,582.1,454.1,780.0,480.4
Pública,404.7,396.2,520.0,425.5
Pública,590.9,592.2,740.0,555.6
Pública,458.8,429.9,600.0,523.3
Pública,390.5,406.3,320.0,496.9
Pública,500.7,413.6,600.0,558.1
Pública,553.7,489.6,860.0,542.0
Pública,474.1,408.6,520.0,530.4
Pública,373.8,382.5,260.0,382.1
Pública,524.2,394.7,560.0,447.9
Pública,375.3,388.7,520.0,505.2
Pública,464.0,380.3,500.0,536.6
Pública,468.7,399.5,300.0,473.0
Pública,566.3,529.1,660.0,596.7
Privada,666.8,536.4,800.0,589.0
Pública,703.5,589.3,840.0,570.1
Pública,427.7,485.2,580.0,549.0
Pública,458.3,452.4,640.0,554.6
Pública,410.7,388.0,460.0,510.2
Pública,680.9,535.3,760.0,569.4
Pública,428.2,441.2,580.0,493.1
Pública,395.9,372.3,420.0,403.6
Pública,448.0,384.9,660.0,445.7
Pública,410.1,559.3,620.0,544.4
Pública,447.7,386.9,580.0,475.4
Pública,475.4,463.1,400.0,515.2
Pública,388.1,413.9,0.0,513.3
Pública,456.3,512.7,640.0,529.9
Pública,631.6,567.7,680.0,575.8
Pública,415.6,400.3,580.0,546.1
Privada,675.6,581.5,700.0,617.5
Pública,420.1,387.7,820.0,528.2
Privada,385.2,526.9,700.0,561.8
Pública,396.3,428.2,480.0,440.2
Privada,679.0,586.1,880.0,611.9
Pública,475.6,492.4,560.0,452.7
Privada,605.5,507.5,640.0,611.7
Pública,384.7,447.6,720.0,492.6
Privada,689.1,650.5,720.0,627.3
Pública,761.5,648.9,820.0,602.2
Pública,456.3,405.8,560.0,494.2
Pública,490.2,538.0,580.0,569.7
Pública,595.4,447.8,740.0,537.9
Pública,440.7,441.5,420.0,549.5
Pública,468.3,400.3,500.0,464.8
Pública,646.3,468.8,680.0,583.1
Pública,525.0,439.7,440.0,491.9
Pública,371.0,504.3,600.0,515.9
Pública,374.3,454.2,360.0,461.6
Pública,429.9,396.5,800.0,496.2
Pública,528.1,457.2,680.0,550.8
Pública,444.1,407.9,600.0,460.3
Pública,493.9,519.5,560.0,594.8
Pública,499.4,364.8,460.0,445.4
Privada,561.1,569.9,780.0,551.8
Privada,536.1,476.3,780.0,505.6
Pública,552.7,362.6,840.0,509.7
Pública,454.3,397.9,520.0,500.1
Pública,427.9,478.2,600.0,508.5
Pública,711.3,557.9,780.0,544.5
Pública,425.3,385.7,580.0,486.3
Pública,473.1,420.8,480.0,479.4
Pública,603.6,356.1,480.0,542.0
Pública,423.5,532.4,720.0,374.1
Privada,419.0,466.2,580.0,492.0
Privada,570.0,566.8,760.0,600.3
Pública,586.7,500.1,680.0,601.4
Pública,437.3,485.8,580.0,514.2
Pública,490.7,508.7,520.0,526.5
Pública,367.9,378.0,600.0,502.1
Pública,584.3,399.2,600.0,474.4
Pública,463.0,484.7,560.0,543.9
Pública,556.3,390.8,520.0,547.9
Pública,563.2,477.9,920.0,534.2
Pública,510.5,563.2,880.0,583.0
Pública,362.0,498.4,520.0,516.6
Pública,417.8,388.8,440.0,516.6
Pública,543.0,465.5,0.0,548.7
Pública,442.4,418.1,280.0,501.4
Pública,499.2,537.4,640.0,539.7
Pública,530.9,498.4,500.0,507.7
Pública,501.7,450.1,600.0,435.3
Pública,638.0,493.4,660.0,561.4
Pública,563.2,477.9,560.0,531.2
Privada,360.4,441.5,500.0,460.8
Pública,453.6,383.1,580.0,482.0
Pública,436.1,396.9,780.0,508.8
Privada,442.3,434.1,540.0,523.6
Pública,452.0,420.5,440.0,453.5
Pública,614.1,508.7,740.0,547.9
Pública,623.0,557.7,600.0,609.0
Pública,397.8,389.9,600.0,512.9
Pública,393.5,483.2,420.0,484.8
Pública,537.0,414.4,760.0,479.1
Pública,554.7,410.8,400.0,506.3
Pública,553.2,502.5,600.0,598.4
Pública,597.1,433.0,600.0,588.4
Pública,427.2,466.3,440.0,491.0
Pública,495.2,469.7,560.0,568.6
Pública,396.1,402.4,740.0,535.9
Pública,418.1,355.4,500.0,430.3
Pública,419.4,398.6,420.0,454.1
Pública,664.6,570.7,840.0,597.6
Pública,421.9,470.7,620.0,509.6
Pública,546.6,470.6,720.0,379.7
Pública,613.1,467.3,600.0,568.2
Pública,424.7,424.7,600.0,411.2
Pública,470.2,409.3,620.0,553.3
Pública,561.0,525.7,600.0,558.8
Pública,400.9,469.9,460.0,511.3
Pública,585.5,563.5,620.0,570.8
Pública,447.0,394.1,0.0,368.7
Pública,585.6,402.6,560.0,549.4
Pública,642.4,479.5,400.0,535.7
Pública,374.0,469.8,480.0,513.4
Pública,516.3,519.4,600.0,591.6
Pública,409.6,425.3,340.0,388.6
Privada,607.2,431.0,800.0,535.3
Pública,415.5,421.0,720.0,575.6
Pública,484.7,490.0,580.0,517.3
Pública,359.9,372.6,540.0,458.3
Pública,519.2,453.6,500.0,440.7
Privada,378.8,395.0,620.0,467.5
Pública,452.9,396.3,580.0,464.7
Pública,412.8,458.8,440.0,382.9
Pública,364.2,437.8,280.0,518.1
Pública,459.5,393.6,320.0,477.9
Pública,381.3,426.5,620.0,551.7
Pública,429.7,449.4,560.0,429.7
Pública,443.1,441.9,580.0,532.6
Privada,490.0,510.3,840.0,521.7
Pública,437.3,428.2,600.0,473.7
Pública,783.2,579.3,660.0,631.7
Pública,501.3,439.5,500.0,469.6
Privada,678.6,639.8,820.0,597.6
Pública,446.7,345.4,500.0,501.6
Pública,484.7,438.5,580.0,481.3
Privada,823.0,567.5,700.0,609.4
Pública,538.1,365.4,580.0,483.8
Pública,460.4,410.6,640.0,433.3
Privada,638.0,613.3,820.0,616.9
Pública,495.8,388.8,600.0,533.4
Pública,658.0,547.1,660.0,584.6
Pública,519.9,531.4,700.0,567.2
Pública,457.5,505.2,600.0,511.2
Privada,695.3,609.8,880.0,603.0
Pública,477.0,505.9,840.0,551.2
Pública,458.2,351.5,520.0,538.9
Pública,436.3,395.8,620.0,407.1
Pública,538.7,545.9,780.0,541.2
Privada,690.9,522.6,820.0,600.2
Pública,471.8,423.3,620.0,500.7
Pública,434.2,387.3,360.0,514.5
Pública,522.3,494.9,560.0,523.7
Pública,464.5,384.3,500.0,441.2
Pública,379.0,365.2,360.0,453.4
Pública,472.5,500.1,600.0,536.5
Pública,428.6,406.9,880.0,547.8
Pública,399.7,423.8,440.0,485.1
Pública,503.6,470.5,360.0,585.6
Pública,489.2,529.4,700.0,567.6
Pública,463.6,485.3,520.0,494.5
Privada,635.7,541.8,720.0,586.1
Pública,460.5,419.1,580.0,529.9
Privada,393.9,355.6,520.0,410.8
Pública,425.5,382.5,400.0,465.5
Privada,489.6,338.7,0.0,420.0
Pública,409.7,504.9,360.0,513.0
Pública,766.9,634.3,820.0,589.4
Pública,441.7,394.1,600.0,450.7
Pública,678.2,570.2,840.0,638.1
Pública,516.1,515.7,580.0,468.4
Privada,596.2,458.6,500.0,563.0
Pública,393.8,389.6,320.0,475.4
Pública,484.4,415.7,400.0,489.6
Pública,731.5,579.1,680.0,606.5
Pública,543.2,524.4,720.0,579.2
Pública,437.5,446.9,560.0,400.0
Privada,614.1,546.2,740.0,598.8
Pública,540.9,369.6,580.0,496.0
Pública,389.0,410.9,520.0,518.1
Pública,463.0,421.1,500.0,462.1
Pública,472.7,470.5,240.0,440.4
Pública,505.2,568.6,740.0,641.4
Pública,492.9,433.7,660.0,532.5
Privada,392.3,536.8,680.0,553.3
Pública,406.7,470.1,500.0,433.9
Pública,501.2,369.5,320.0,491.4
Pública,434.3,488.7,580.0,593.2
Pública,587.3,477.4,760.0,507.0
Pública,520.1,483.5,640.0,581.4
Privada,640.4,519.5,640.0,575.9
Pública,636.4,525.6,860.0,603.5
Pública,628.0,442.6,720.0,578.2
Privada,672.7,469.6,680.0,562.5
Pública,374.7,523.1,580.0,537.0
Privada,431.6,392.2,560.0,509.8
Pública,431.5,460.5,560.0,515.5
Pública,414.2,387.0,360.0,423.1
Pública,483.4,373.3,600.0,488.9
Pública,439.6,406.9,580.0,438.4
Pública,407.1,423.6,560.0,538.0
Privada,526.7,528.2,600.0,540.6
Pública,484.8,482.4,480.0,502.0
Pública,407.4,354.5,420.0,449.1
Privada,689.8,604.1,740.0,627.0
Pública,529.1,482.7,680.0,542.0
Privada,806.8,633.1,940.0,611.6
Pública,415.4,398.8,700.0,492.6
Pública,526.3,454.6,580.0,417.6
Pública,456.0,439.2,500.0,480.3
Pública,458.1,433.5,440.0,526.2
Pública,771.6,628.1,740.0,631.6
Pública,760.1,613.5,800.0,664.3
Privada,659.8,410.7,740.0,569.9
Pública,414.4,409.3,620.0,440.6
Pública,699.4,554.3,760.0,575.8
Pública,406.3,434.1,520.0,477.0
Pública,478.9,466.8,580.0,551.8
Privada,478.4,464.7,640.0,524.2
Pública,446.3,377.6,540.0,451.4
Pública,481.3,376.7,540.0,467.2
Pública,439.3,497.6,840.0,557.2
Pública,467.2,395.7,820.0,495.7
Pública,563.8,404.3,640.0,487.7
Pública,585.1,542.9,840.0,623.9
Pública,458.1,396.9,260.0,388.6
Pública,595.1,407.2,940.0,510.1
Pública,428.4,435.0,600.0,552.2
Pública,391.7,515.0,620.0,515.1
Pública,582.6,396.6,600.0,529.2
Pública,410.8,428.1,580.0,488.5
Pública,432.5,397.2,500.0,542.5
Pública,375.8,408.5,660.0,539.9
Pública,616.7,558.0,900.0,612.4
Pública,564.5,543.3,480.0,506.0
Pública,613.2,445.7,840.0,541.5
Pública,467.0,524.3,260.0,596.1
Pública,372.4,433.4,480.0,516.4
Pública,428.2,479.6,620.0,569.9
Pública,414.9,452.0,620.0,546.9
Pública,443.4,387.5,420.0,440.5
Pública,590.0,437.6,720.0,585.8
Pública,451.7,491.4,640.0,517.2
Pública,548.4,488.5,620.0,529.4
Pública,506.0,490.7,760.0,501.3
Pública,492.2,479.9,580.0,559.2
Pública,372.7,364.6,560.0,415.7
Privada,561.4,522.2,860.0,569.6
Pública,464.8,334.4,240.0,434.8
Pública,402.7,444.2,580.0,501.2
Pública,430.8,481.3,660.0,483.8
Pública,563.3,378.6,740.0,532.2
Pública,626.6,596.8,520.0,605.7
Privada,740.2,594.6,760.0,612.7
Pública,464.2,489.8,540.0,503.7
Pública,407.4,434.4,640.0,549.2
Pública,385.2,449.0,280.0,370.2
Pública,491.9,499.7,640.0,495.8
Pública,491.7,515.4,640.0,575.7
Privada,619.9,385.9,920.0,517.8
Pública,472.4,376.8,420.0,397.4
Pública,526.9,347.7,500.0,457.8
Pública,414.2,435.4,560.0,518.9
Pública,588.7,495.0,840.0,561.9
Privada,582.8,533.9,460.0,561.0
Pública,454.8,536.9,600.0,510.9
Pública,418.0,436.5,680.0,486.6
Pública,459.7,361.0,480.0,471.3
Pública,426.5,426.9,620.0,534.6
Privada,742.5,628.7,960.0,570.4
Pública,380.7,356.5,560.0,489.0
Pública,509.8,532.2,520.0,486.0
Pública,430.0,431.0,480.0,409.3
Pública,446.6,413.9,500.0,526.0
Pública,449.1,369.0,960.0,455.9
Privada,610.0,561.4,960.0,633.2
Pública,507.9,422.8,720.0,495.0
Pública,803.2,602.3,840.0,684.9
Pública,523.3,402.2,300.0,518.5
Privada,637.8,543.4,640.0,574.5
Pública,608.3,460.5,760.0,551.7
Pública,489.8,463.7,300.0,507.6
Pública,453.8,416.8,660.0,527.1
Pública,385.0,471.8,400.0,442.9
Pública,512.9,335.4,700.0,463.0
Pública,363.4,377.2,500.0,358.4
Privada,546.8,478.2,760.0,524.0
Pública,401.6,427.3,660.0,519.4
Pública,404.7,394.4,460.0,439.4
Pública,474.9,422.8,700.0,568.1
Privada,671.3,579.1,720.0,632.4
Pública,583.3,518.6,440.0,547.3
Pública,662.3,523.0,720.0,616.6
Pública,576.8,532.7,600.0,553.3
Pública,438.9,401.4,560.0,402.1
Pública,489.4,490.8,580.0,562.6
Pública,465.8,498.2,600.0,536.8
Pública,367.4,483.4,580.0,593.7
Privada,666.2,541.2,860.0,594.7
Pública,412.9,418.3,240.0,435.9
Pública,386.1,405.0,260.0,473.9
Pública,596.0,463.8,620.0,524.1
Pública,530.6,465.5,560.0,511.5
Pública,658.3,614.1,920.0,511.6
Pública,474.4,505.9,500.0,533.5
Pública,427.0,422.2,400.0,522.3
Pública,464.4,423.1,340.0,440.1
Pública,476.8,442.4,440.0,514.1
Pública,604.5,532.7,680.0,609.0
Pública,525.6,425.9,820.0,389.2
Pública,568.6,436.2,800.0,520.4
Pública,519.7,431.2,640.0,481.6
Pública,571.6,478.8,560.0,558.5
Pública,402.6,336.8,720.0,528.4
Pública,447.4,541.0,720.0,529.4
Privada,392.8,412.0,700.0,460.3
Privada,507.0,563.1,700.0,562.2
Pública,372.3,445.8,300.0,440.0
Pública,488.6,578.9,600.0,596.1
Pública,650.3,563.1,820.0,585.4
Privada,716.2,525.1,720.0,570.0
Pública,630.4,502.9,880.0,590.7
Pública,507.2,412.8,620.0,564.4
Pública,456.3,423.8,580.0,512.8
Privada,485.8,407.1,560.0,562.4
Pública,542.8,408.8,480.0,508.1
Pública,481.6,374.6,540.0,409.4
Pública,530.4,520.4,540.0,520.7
Pública,442.9,433.1,660.0,540.0
Pública,526.1,441.7,640.0,528.3
Pública,525.3,430.8,600.0,489.0
Pública,419.0,374.0,480.0,521.4
Privada,643.3,564.8,900.0,586.9
Pública,411.1,429.3,600.0,491.6
Pública,515.6,480.1,780.0,584.0
Pública,431.0,467.5,800.0,525.0
Pública,505.0,427.9,300.0,521.0
Pública,435.5,441.7,580.0,526.4
Pública,447.5,380.3,400.0,445.6
Pública,514.6,562.9,540.0,491.6
Pública,366.2,434.0,420.0,490.4
Pública,687.6,547.6,780.0,566.2
Pública,395.7,356.1,0.0,470.4
Pública,526.3,576.1,520.0,581.1
Privada,614.2,415.9,580.0,552.2
Pública,611.6,581.2,620.0,601.6
Pública,452.7,455.3,760.0,552.9
Pública,517.4,438.4,260.0,370.7
Pública,437.8,451.4,660.0,492.1
Pública,626.2,403.5,740.0,556.8
Pública,489.4,455.4,900.0,513.6
Privada,486.9,548.8,820.0,556.1
Pública,497.1,410.6,500.0,528.1
Pública,367.7,438.1,320.0,519.9
Privada,361.3,486.6,700.0,490.1
Pública,446.6,388.8,580.0,521.8
Pública,487.9,401.8,480.0,421.5
Pública,440.4,416.6,400.0,556.1
Pública,447.0,392.7,400.0,405.1
Pública,361.6,525.4,640.0,530.2
Privada,474.9,357.8,500.0,463.8
Pública,664.8,489.9,660.0,557.8
Pública,503.1,514.7,560.0,563.0
Pública,406.6,435.2,580.0,389.8
Pública,476.0,478.2,440.0,521.0
Privada,676.2,426.3,740.0,503.4
Pública,425.8,397.8,600.0,542.7
Pública,431.7,472.7,340.0,434.7
Pública,490.2,385.6,620.0,537.7
Pública,625.2,536.5,680.0,576.6
Pública,484.3,460.2,740.0,563.0
Pública,470.5,388.9,540.0,528.4
Pública,441.5,462.8,440.0,502.5
Pública,537.1,495.3,780.0,556.3
Pública,533.2,372.7,380.0,415.4
Pública,436.5,431.8,440.0,484.4
Pública,436.2,412.2,640.0,550.9
Pública,457.9,465.7,760.0,529.1
Pública,374.4,373.1,400.0,460.8
Pública,470.2,436.3,0.0,493.4
Pública,498.9,579.4,940.0,565.5
Pública,401.7,469.6,400.0,523.9
Pública,555.3,376.7,480.0,468.8
Pública,455.9,462.1,520.0,489.0
Pública,458.2,348.1,360.0,386.2
Pública,477.8,521.4,400.0,521.9
Pública,520.4,479.2,600.0,490.2
Pública,448.6,464.5,340.0,540.2
Pública,383.3,445.4,520.0,452.2
Pública,432.9,421.5,440.0,449.3
Pública,446.3,466.1,500.0,523.2
Pública,499.9,487.9,560.0,556.1
Pública,439.7,411.3,560.0,458.3
Pública,363.1,472.1,480.0,537.5
Pública,393.8,469.6,480.0,499.0
Pública,488.2,497.9,660.0,553.0
Pública,425.7,360.2,360.0,504.4
Pública,419.3,437.5,0.0,556.3
Pública,393.2,440.5,620.0,504.3
Pública,478.6,492.5,540.0,476.0
Pública,499.2,345.7,440.0,571.9
Pública,442.1,547.7,600.0,599.0
Pública,465.4,441.4,680.0,518.2
Pública,463.3,388.7,560.0,506.9
Pública,587.7,519.7,740.0,592.7
Pública,592.0,535.2,620.0,591.2
Pública,456.1,404.2,500.0,467.2
Privada,618.4,485.9,940.0,534.8
Pública,517.2,414.7,500.0,428.1
Pública,501.1,517.4,600.0,582.1
Pública,456.2,363.8,260.0,512.7
Pública,648.8,557.1,740.0,577.4
Pública,536.2,413.2,560.0,489.7
Privada,518.0,525.6,880.0,550.2
Pública,419.7,475.2,240.0,530.6
Pública,372.5,438.6,540.0,497.7
Pública,396.1,458.9,580.0,576.4
Pública,561.3,501.5,660.0,512.1
Pública,396.1,483.5,580.0,523.6
Privada,488.3,423.4,720.0,555.4
Pública,430.4,410.4,740.0,522.2
Pública,500.5,470.9,700.0,442.1
Pública,926.9,642.4,800.0,617.1
Pública,425.5,410.2,600.0,488.0
Pública,490.4,496.8,580.0,532.3
Pública,467.5,515.1,560.0,570.7
Pública,498.3,569.7,520.0,591.5
Pública,531.7,568.5,820.0,587.9
Pública,444.7,442.7,600.0,403.4
Pública,515.1,455.6,760.0,481.3
Pública,556.6,452.5,600.0,488.1
Privada,736.5,608.8,740.0,620.7
Pública,411.7,399.4,500.0,524.3
Privada,560.1,545.7,840.0,584.9
Pública,429.4,467.8,740.0,577.4
Pública,583.1,491.3,340.0,505.8
Pública,569.3,532.6,500.0,549.2
Pública,460.2,382.8,620.0,437.2
Pública,465.3,422.0,440.0,569.9
Pública,632.5,498.0,500.0,566.6
Pública,531.5,438.5,900.0,426.6
Pública,381.6,424.2,360.0,515.8
Pública,452.4,450.0,440.0,508.8
Pública,451.5,472.4,600.0,387.9
Pública,543.7,546.5,620.0,591.7
Pública,516.6,494.4,640.0,489.0
Pública,534.3,490.2,760.0,472.4
Privada,648.7,612.1,620.0,574.9
Pública,516.6,428.1,600.0,504.9
Pública,429.8,411.7,580.0,507.5
Pública,400.3,350.2,800.0,459.0
Pública,498.5,377.8,600.0,555.4
Pública,467.7,469.7,620.0,533.8
Pública,396.7,465.5,420.0,493.9
Pública,498.5,399.6,540.0,502.5
Pública,428.0,437.9,680.0,526.5
Pública,579.7,494.9,520.0,550.6
Privada,602.5,565.1,580.0,565.7
Privada,393.7,496.6,720.0,499.1
Pública,505.6,495.9,620.0,601.6
Pública,495.7,358.8,620.0,517.7
Pública,849.9,561.6,660.0,574.2
Privada,596.3,476.9,860.0,412.0
Pública,448.8,337.5,600.0,441.3
Pública,469.7,415.9,640.0,568.5
Privada,391.7,449.9,680.0,457.1
Privada,456.9,510.0,600.0,539.4
Pública,392.4,423.7,380.0,391.3
Pública,364.9,406.2,680.0,584.5
Pública,422.8,429.6,0.0,441.4
Pública,474.7,469.0,300.0,423.3
Pública,421.2,499.5,540.0,493.3
Pública,507.9,513.4,900.0,574.6
Pública,573.9,584.3,740.0,600.0
Pública,364.9,475.8,540.0,535.9
Pública,388.3,410.9,600.0,340.1
Pública,401.6,404.3,320.0,457.4
Pública,531.8,448.2,440.0,500.1
Pública,424.3,487.4,600.0,528.9
Pública,561.3,404.3,700.0,379.8
Pública,465.2,372.1,600.0,521.3
Pública,623.2,523.3,860.0,593.7
Privada,612.5,603.3,820.0,599.5
Pública,477.4,433.6,300.0,523.2
Pública,509.7,474.8,700.0,521.0
Privada,447.7,532.7,880.0,592.8
Pública,466.0,382.8,480.0,462.8
Pública,572.2,476.7,740.0,583.0
Pública,659.6,558.0,480.0,592.8
Pública,430.6,524.6,0.0,422.7
Pública,449.6,372.1,700.0,492.0
Pública,506.9,432.3,680.0,532.1
Pública,460.0,394.0,520.0,556.9
Pública,655.7,475.1,760.0,555.5
Pública,659.7,558.2,920.0,549.5
Pública,450.4,415.9,620.0,476.2
Pública,502.3,374.2,440.0,443.5
Pública,572.0,515.1,600.0,569.9
Pública,442.1,418.8,540.0,524.0
Pública,518.8,453.3,660.0,475.9
Pública,451.3,459.5,420.0,499.4
Pública,579.5,415.4,480.0,487.6
Pública,531.9,501.4,600.0,512.6
Pública,400.7,485.2,680.0,503.7
Privada,705.4,606.8,880.0,614.7
Pública,424.2,529.5,540.0,451.9
Pública,636.1,548.3,740.0,605.9
Pública,529.5,599.5,460.0,541.3
Privada,557.5,543.1,560.0,570.5
Privada,767.8,600.5,760.0,649.0
Pública,428.7,504.5,400.0,500.3
Pública,482.5,381.2,360.0,436.8
Pública,650.9,408.0,560.0,557.3
Pública,478.2,471.4,640.0,553.4
Pública,416.3,436.7,500.0,423.3
Pública,455.6,403.9,0.0,430.8
Pública,431.2,446.6,760.0,597.3
Pública,413.9,499.8,600.0,554.7
Pública,519.2,349.4,340.0,532.3
Pública,539.8,395.3,800.0,486.4
Pública,480.1,401.3,600.0,475.6
Pública,452.4,379.6,500.0,509.4
Pública,506.4,398.9,0.0,492.0
Pública,453.1,399.1,520.0,464.9
Pública,417.7,519.8,300.0,530.5
Pública,736.5,581.3,860.0,582.0
Pública,415.1,408.1,0.0,386.7
Pública,623.3,546.7,800.0,574.5
Privada,641.0,511.9,820.0,545.5
Pública,570.6,344.5,800.0,475.7
Pública,415.2,391.0,680.0,511.9
Pública,535.1,452.9,540.0,582.8
Pública,530.4,482.5,640.0,575.4
Pública,526.6,592.8,480.0,512.5
Pública,366.6,409.4,300.0,467.2
Pública,525.6,529.9,560.0,548.8
Pública,665.9,481.2,700.0,583.4
Pública,552.1,525.9,640.0,548.5
Pública,750.9,532.8,920.0,592.9
Pública,552.0,420.7,600.0,457.6
Pública,487.1,446.6,600.0,523.6
Pública,407.3,375.7,580.0,469.4
Pública,596.1,398.0,680.0,567.5
Pública,716.0,544.9,680.0,613.0
Pública,409.7,329.6,600.0,491.8
Pública,456.1,439.2,640.0,481.3
Pública,477.9,407.1,580.0,484.5
Pública,527.4,464.7,340.0,416.8
Pública,644.0,498.1,580.0,542.5
Pública,793.8,655.9,800.0,596.5
Pública,407.0,508.9,560.0,502.1
Pública,565.8,590.7,920.0,608.6
Pública,474.9,439.3,600.0,471.6
Pública,498.7,347.8,380.0,362.4
Pública,552.4,428.3,300.0,550.4
Pública,473.4,393.5,580.0,499.6
Pública,571.1,366.7,580.0,462.3
Pública,558.4,423.7,280.0,546.6
Pública,417.8,406.4,660.0,515.8
Pública,391.6,385.1,940.0,517.5
Pública,434.8,433.7,460.0,528.2
Privada,476.9,562.3,720.0,595.2
Pública,477.1,411.9,480.0,487.0
Pública,493.0,432.1,540.0,541.1
Pública,438.8,353.1,500.0,525.7
Pública,446.5,440.9,0.0,377.5
Pública,527.8,358.4,240.0,423.8
Privada,651.3,524.7,780.0,544.7
Privada,430.4,378.8,680.0,427.5
Pública,538.5,651.1,720.0,613.6
Pública,384.1,473.7,580.0,452.5
Pública,422.2,420.9,600.0,505.7
Pública,491.6,471.1,560.0,516.5
Pública,402.9,505.0,600.0,558.9
Pública,445.3,370.0,380.0,471.8
Pública,385.4,450.3,0.0,377.6
Pública,502.8,441.0,680.0,516.7
Privada,727.3,475.9,920.0,593.2
Pública,529.5,532.4,660.0,478.1
Pública,427.3,498.9,580.0,488.0
Privada,678.6,604.5,620.0,605.2
Pública,400.4,367.6,700.0,454.9
Pública,668.6,606.9,620.0,605.4
Pública,369.2,335.2,320.0,500.5
Pública,616.1,426.8,600.0,563.0
Pública,640.3,440.8,640.0,557.1
Pública,469.3,473.6,520.0,513.6
Pública,477.2,472.8,420.0,516.1
Privada,651.9,500.7,860.0,550.0
Pública,513.9,490.1,780.0,516.1
Privada,433.0,394.0,500.0,490.5
Pública,441.1,395.9,300.0,531.5
Pública,537.7,517.9,680.0,557.4
Pública,469.4,447.4,360.0,535.2
Privada,732.8,591.4,980.0,660.9
Pública,528.0,468.8,580.0,570.2
Pública,482.5,556.2,660.0,568.4
Pública,499.9,425.9,600.0,548.0
Privada,401.7,427.0,300.0,483.6
Pública,640.6,540.3,900.0,572.2
Privada,480.0,492.2,0.0,433.3
Pública,436.2,410.2,600.0,497.0
