TP_ESCOLA,NU_NOTA_MT,NU_NOTA_CN,NU_NOTA_REDACAO,NU_NOTA_LC
Pública,535.8,505.4,580.0,526.4
Pública,625.5,452.0,640.0,493.7
Pública,413.0,408.6,0.0,389.5
Privada,721.7,638.2,820.0,625.0
Privada,765.5,605.1,920.0,591.2
Pública,476.7,407.0,440.0,425.8
Pública,363.4,428.4,0.0,424.5
Pública,459.3,582.4,600.0,480.8
Pública,396.8,397.0,400.0,399.5
Pública,429.0,474.6,280.0,419.0
Pública,393.0,480.4,520.0,422.5
Pública,607.1,464.2,580.0,522.6
Pública,390.9,385.9,480.0,478.2
Privada,624.6,381.5,800.0,543.6
Pública,460.0,405.6,300.0,385.7
Pública,380.3,454.0,520.0,486.4
Privada,756.8,553.8,700.0,629.5
Privada,638.2,584.7,860.0,590.3
Pública,526.0,336.4,660.0,521.8
Pública,497.8,348.8,460.0,530.1
Pública,400.5,390.0,620.0,486.4
Pública,543.9,489.7,460.0,568.4
Privada,365.4,387.9,540.0,530.1
Pública,396.0,516.6,540.0,538.3
Pública,609.3,510.8,500.0,596.6
Privada,569.1,586.6,780.0,612.3
Privada,568.0,418.8,780.0,532.3
Pública,467.3,410.1,340.0,435.1
Pública,518.6,488.7,520.0,498.9
Privada,373.3,459.2,300.0,481.7
Privada,470.2,481.2,780.0,538.7
Privada,424.7,503.1,680.0,554.1
Pública,392.5,345.5,0.0,490.2
Pública,617.0,370.5,580.0,551.6
Privada,619.0,620.0,680.0,617.1
Privada,610.6,566.8,940.0,601.5
Pública,539.8,441.8,480.0,536.0
Pública,474.4,414.7,520.0,468.7
Pública,451.4,539.2,580.0,400.6
Pública,421.2,439.1,580.0,477.3
Pública,376.5,425.0,480.0,496.7
Pública,389.4,403.6,400.0,470.3
Privada,701.7,590.6,600.0,597.6
Pública,427.6,398.3,620.0,500.2
Privada,769.6,628.8,860.0,660.4
Privada,794.7,630.4,920.0,604.8
Pública,456.6,399.1,540.0,509.2
Pública,456.1,342.2,400.0,515.4
Pública,440.3,423.5,640.0,447.4
Pública,751.9,631.3,700.0,628.2
Privada,618.4,542.4,640.0,575.9
Privada,550.4,504.4,600.0,541.8
Pública,704.6,570.7,820.0,616.5
Privada,755.6,585.2,940.0,591.3
Pública,414.3,492.1,400.0,426.4
Privada,451.8,463.1,500.0,473.2
Pública,389.9,375.4,0.0,376.2
Pública,370.3,393.3,560.0,559.0
Pública,488.9,456.0,460.0,514.8
Pública,594.4,487.4,520.0,488.3
Privada,702.3,639.3,880.0,629.4
Privada,661.7,565.6,760.0,606.4
Pública,596.2,368.9,0.0,447.1
Pública,454.8,507.1,780.0,505.5
Privada,549.5,587.1,560.0,590.4
Pública,455.6,382.3,620.0,530.3
Pública,482.1,480.0,540.0,546.7
Pública,436.4,469.9,400.0,514.3
Pública,599.2,352.0,0.0,484.6
Pública,469.6,512.4,560.0,431.0
Pública,714.9,581.2,960.0,647.1
Privada,693.0,575.8,840.0,548.0
Pública,374.5,481.3,300.0,473.0
Privada,450.3,445.4,260.0,470.9
Pública,385.6,444.9,360.0,459.2
Pública,577.7,539.3,680.0,567.4
Privada,522.1,441.3,540.0,564.8
Pública,476.8,395.4,400.0,488.0
Privada,584.8,454.0,660.0,567.6
Privada,518.0,546.8,580.0,464.2
Privada,758.0,580.0,740.0,615.2
Privada,734.0,609.9,940.0,601.7
Pública,589.2,535.4,580.0,607.3
Pública,478.6,432.7,800.0,547.8
Pública,405.8,410.4,540.0,555.7
Pública,624.8,544.6,660.0,528.9
Pública,540.4,431.8,480.0,564.5
Pública,393.0,420.0,480.0,464.4
Privada,486.4,550.6,880.0,569.9
Pública,380.3,347.2,340.0,479.4
Privada,549.6,546.6,800.0,541.4
Privada,505.3,433.4,900.0,525.5
Pública,421.0,367.4,640.0,400.4
Privada,586.7,566.5,780.0,594.7
Pública,403.6,392.5,440.0,475.9
Pública,467.1,529.3,860.0,548.5
Pública,409.8,394.5,600.0,536.4
Pública,413.6,494.6,640.0,559.7
Pública,786.1,633.2,660.0,659.8
Pública,423.5,429.8,480.0,393.1
Privada,672.4,510.4,640.0,526.0
Privada,723.7,577.7,860.0,642.3
Pública,659.4,555.3,740.0,573.0
Privada,862.2,632.5,940.0,596.8
Privada,681.9,567.7,700.0,611.5
Pública,408.2,512.1,440.0,493.0
Privada,406.3,594.3,620.0,585.9
Pública,452.4,433.4,360.0,482.0
Pública,619.4,516.5,740.0,554.4
Pública,521.6,398.2,520.0,490.9
Pública,471.9,366.3,540.0,551.2
Pública,540.0,379.8,920.0,401.4
Privada,597.3,567.7,820.0,595.2
Privada,693.4,625.0,700.0,535.8
Privada,702.8,581.6,920.0,637.7
Pública,400.3,441.3,480.0,352.4
Pública,488.6,469.7,580.0,535.7
Pública,417.4,434.1,640.0,511.6
Pública,364.2,364.7,560.0,378.6
Privada,485.4,362.1,360.0,419.1
Pública,397.9,471.1,740.0,548.8
Pública,441.2,420.9,620.0,584.3
Pública,506.5,453.5,580.0,497.0
Pública,685.8,395.3,700.0,584.5
Privada,598.8,593.8,560.0,559.3
Pública,537.4,454.3,840.0,450.0
Privada,498.6,386.8,660.0,523.4
Pública,494.6,429.9,520.0,494.9
Privada,669.5,602.8,800.0,641.1
Pública,418.9,441.6,620.0,553.9
Pública,438.5,348.7,480.0,551.3
Privada,539.5,585.1,580.0,512.2
Privada,489.4,492.1,520.0,455.2
Privada,522.7,420.6,740.0,555.2
Pública,399.3,340.4,560.0,504.9
Pública,369.0,384.8,360.0,403.4
Privada,598.1,600.0,880.0,613.6
Privada,650.7,559.0,880.0,547.2
Privada,486.5,408.8,640.0,568.9
Pública,434.2,457.4,680.0,528.2
Privada,524.5,549.8,560.0,553.6
Pública,568.3,472.9,680.0,486.8
Pública,818.6,644.4,760.0,651.3
Privada,600.7,556.2,760.0,588.1
Privada,635.1,601.4,640.0,550.1
Privada,556.5,544.9,660.0,427.0
Pública,505.8,429.7,580.0,517.8
Pública,492.4,459.9,440.0,498.9
Pública,450.1,381.3,500.0,429.4
Pública,451.9,401.2,400.0,496.8
Privada,468.8,528.9,820.0,631.7
Privada,618.0,565.2,800.0,580.7
Privada,537.4,594.2,840.0,607.1
Pública,360.0,363.3,600.0,489.4
Pública,728.6,534.1,620.0,585.7
Pública,563.7,359.2,580.0,539.4
Pública,444.4,472.3,320.0,541.6
Pública,631.7,517.0,740.0,588.1
Pública,447.7,432.3,500.0,489.3
Pública,552.9,427.4,540.0,554.8
Pública,742.4,690.5,920.0,603.8
Pública,520.1,467.0,580.0,529.8
Pública,420.8,417.4,460.0,370.6
Pública,541.0,466.7,640.0,468.1
Privada,772.2,557.5,800.0,613.4
Pública,697.2,544.9,800.0,592.1
Pública,635.2,545.7,600.0,608.8
Privada,554.0,509.6,880.0,647.3
Pública,659.3,483.6,720.0,542.3
Privada,790.1,622.8,920.0,599.5
Privada,703.1,589.9,960.0,595.9
Privada,699.6,600.2,880.0,673.0
Privada,648.6,612.8,660.0,594.4
Pública,495.0,483.4,500.0,494.6
Pública,533.1,411.1,540.0,504.2
Pública,531.1,395.4,640.0,510.7
Pública,474.7,419.1,600.0,450.2
Privada,703.3,617.2,900.0,631.7
Pública,580.7,476.9,540.0,543.7
Privada,727.2,625.8,720.0,591.4
Privada,393.5,384.7,580.0,499.6
Pública,576.1,492.2,660.0,571.5
Privada,550.0,423.6,500.0,498.1
Privada,671.1,576.8,860.0,617.3
Privada,613.1,549.2,600.0,579.3
Pública,527.5,435.7,560.0,526.6
Pública,412.3,481.1,560.0,501.4
Pública,694.5,548.8,760.0,543.1
Pública,729.1,519.6,600.0,535.1
Privada,713.7,613.1,920.0,612.1
Privada,687.1,634.9,880.0,587.1
Privada,741.3,619.7,820.0,634.0
Pública,411.7,418.6,560.0,517.8
Privada,626.4,592.4,740.0,566.3
Pública,792.3,637.9,920.0,622.8
Privada,418.6,458.5,300.0,513.8
Pública,453.8,463.6,580.0,519.1
Pública,440.6,411.2,520.0,433.0
Pública,430.5,367.8,580.0,483.9
Pública,523.6,427.6,520.0,438.0
Privada,687.2,572.8,620.0,599.1
Pública,619.5,443.9,680.0,567.5
Privada,548.3,387.8,320.0,459.6
Privada,647.5,514.7,620.0,561.2
Pública,609.4,462.8,520.0,535.7
Privada,582.9,518.0,640.0,578.7
Pública,599.1,518.4,640.0,548.9
Privada,660.4,542.7,520.0,527.1
Pública,640.6,508.4,840.0,558.9
Privada,608.9,588.1,760.0,614.4
Privada,603.9,547.4,740.0,537.4
Privada,710.6,643.6,880.0,577.6
Pública,455.5,356.7,560.0,471.3
Privada,692.5,517.7,940.0,596.6
Pública,374.6,438.4,640.0,546.2
Pública,514.8,481.9,580.0,523.2
Privada,552.1,581.5,940.0,589.3
Pública,582.9,519.7,600.0,483.3
Privada,692.7,602.4,820.0,622.1
Pública,620.0,542.3,840.0,539.1
Pública,385.3,374.0,580.0,529.7
Pública,636.2,522.2,580.0,536.8
Privada,466.6,563.3,840.0,585.4
Privada,620.7,571.4,940.0,597.1
Privada,387.1,393.5,660.0,447.0
Pública,407.2,372.2,560.0,492.6
Privada,492.3,490.3,620.0,542.2
Pública,432.6,441.0,500.0,512.1
Privada,574.6,558.7,720.0,591.4
Pública,419.7,494.3,560.0,538.4
Privada,459.1,397.8,560.0,512.5
Privada,622.6,552.9,880.0,528.4
Pública,418.5,456.6,620.0,566.5
Pública,398.4,442.1,540.0,346.0
Privada,664.4,652.0,880.0,580.7
Pública,621.9,613.7,860.0,615.2
Privada,612.7,605.7,960.0,589.9
Privada,499.6,558.2,600.0,572.4
Pública,541.3,415.4,420.0,521.5
Privada,640.4,590.6,640.0,562.6
Pública,379.2,431.0,340.0,401.4
Privada,459.2,564.2,600.0,601.8
Privada,599.1,600.6,840.0,558.5
Pública,499.8,504.7,780.0,539.0
Privada,457.8,493.5,700.0,572.5
Pública,520.7,428.7,280.0,501.5
Pública,575.4,502.5,440.0,510.5
Pública,641.6,561.8,660.0,617.8
Pública,375.9,406.3,500.0,424.3
Pública,474.8,394.2,680.0,421.4
Privada,564.3,597.3,940.0,601.2
Privada,481.3,577.2,800.0,603.5
Privada,388.6,353.6,780.0,539.8
Pública,454.8,352.4,620.0,373.8
Pública,586.3,361.8,520.0,504.5
Pública,508.4,492.0,540.0,536.8
Privada,553.7,502.2,800.0,633.4
Privada,817.4,623.7,880.0,605.8
Pública,387.1,387.5,300.0,461.3
Privada,661.2,622.0,760.0,622.5
Pública,447.6,458.5,440.0,462.4
Pública,445.2,444.5,520.0,508.8
Privada,623.7,593.2,780.0,579.6
Privada,503.0,508.4,720.0,514.4
Privada,526.0,534.2,640.0,593.0
Pública,635.9,466.1,740.0,556.2
Pública,385.2,446.5,600.0,537.7
Privada,426.9,397.1,560.0,431.7
Pública,570.5,470.1,640.0,543.5
Privada,650.5,589.6,840.0,557.6
Pública,549.2,444.6,700.0,493.3
Privada,403.2,468.5,640.0,480.0
Pública,533.4,510.7,540.0,574.6
Privada,449.8,507.0,520.0,501.9
Privada,578.3,566.7,740.0,532.6
Pública,557.4,418.6,600.0,491.3
Pública,719.5,580.2,780.0,576.2
Privada,672.0,554.7,640.0,612.3
Privada,589.3,510.2,640.0,566.6
Privada,575.0,450.2,620.0,521.8
Pública,460.5,364.8,360.0,475.4
Privada,721.7,588.7,900.0,684.9
Pública,393.8,390.4,620.0,455.3
Pública,472.5,402.5,520.0,518.7
Privada,419.8,486.8,760.0,548.0
Pública,363.7,383.6,480.0,454.9
Privada,681.5,616.4,640.0,621.4
Privada,739.3,578.9,760.0,578.2
Pública,547.9,387.0,760.0,580.0
Pública,641.7,491.6,680.0,560.5
Privada,750.5,678.5,860.0,604.7
Privada,456.3,515.9,760.0,566.6
Pública,444.4,465.7,500.0,429.7
Pública,578.8,435.6,720.0,522.8
Pública,532.6,478.7,820.0,550.3
Privada,744.7,609.0,860.0,657.3
Pública,541.3,465.1,640.0,528.9
Privada,750.7,615.9,800.0,642.6
Pública,395.7,388.5,320.0,461.3
Privada,591.6,445.3,800.0,504.1
Privada,385.9,483.0,480.0,413.4
Privada,772.1,639.7,880.0,612.5
Pública,541.2,353.2,520.0,499.0
Privada,668.1,562.7,740.0,571.1
Privada,658.5,616.5,900.0,587.1
Pública,570.5,491.2,400.0,521.2
Pública,379.6,467.8,480.0,420.3
Pública,475.0,426.9,400.0,413.0
Pública,581.6,590.3,720.0,599.4
Privada,631.5,589.2,820.0,574.2
Privada,798.3,652.2,700.0,605.9
Privada,797.7,592.6,840.0,630.6
Pública,364.4,467.3,500.0,352.7
Privada,562.2,544.8,580.0,556.5
Privada,828.2,701.2,960.0,638.9
Pública,584.0,512.9,620.0,553.1
Pública,479.2,503.3,520.0,506.8
Pública,577.7,564.5,560.0,550.4
Pública,463.3,445.7,600.0,582.1
Pública,467.9,495.6,560.0,475.2
Pública,692.7,512.9,660.0,541.1
Pública,561.5,547.3,680.0,577.4
Pública,486.7,428.9,560.0,501.4
Pública,679.5,496.3,660.0,563.8
Privada,668.8,595.9,600.0,577.4
Privada,722.5,607.5,880.0,642.1
Privada,589.4,521.4,560.0,554.1
Pública,450.0,455.0,500.0,545.4
Privada,388.1,462.3,560.0,512.4
Pública,594.4,560.6,860.0,553.2
Privada,742.8,588.2,800.0,620.5
Privada,450.5,543.1,600.0,566.1
Pública,676.8,534.4,520.0,586.6
Pública,618.1,512.4,720.0,510.6
Privada,381.3,418.1,380.0,412.9
Pública,528.4,510.9,980.0,613.8
Pública,461.8,484.7,0.0,455.1
Pública,493.3,422.3,580.0,442.1
Privada,743.8,482.2,880.0,614.3
Privada,731.5,712.9,940.0,665.5
Pública,617.8,493.7,500.0,549.8
Pública,409.3,397.3,440.0,478.2
Pública,480.3,376.7,420.0,378.0
Pública,377.0,409.9,460.0,439.5
Pública,370.6,472.5,580.0,463.1
Privada,666.0,592.7,740.0,595.3
Pública,451.8,350.0,480.0,499.8
Privada,465.2,462.4,520.0,524.0
Pública,501.2,429.6,660.0,376.6
Privada,407.4,542.0,780.0,569.0
Privada,684.4,564.9,960.0,563.2
Pública,470.7,451.4,560.0,535.9
Privada,891.2,726.8,740.0,610.1
Privada,564.4,430.8,640.0,448.9
Privada,594.7,481.1,760.0,504.6
Privada,664.6,551.3,620.0,566.4
Privada,683.0,572.7,860.0,624.0
Pública,665.5,510.1,640.0,584.6
Privada,609.7,595.8,900.0,630.7
Pública,698.0,560.1,820.0,568.4
Privada,498.4,560.5,720.0,517.6
Pública,604.0,490.7,680.0,577.0
Privada,572.2,433.7,600.0,562.7
Privada,691.6,643.4,880.0,614.5
Pública,391.6,360.2,460.0,384.5
Privada,865.8,694.0,920.0,641.3
Privada,475.0,485.4,840.0,553.3
Pública,393.6,347.2,340.0,422.3
Pública,453.5,375.9,540.0,501.4
Privada,857.0,683.8,940.0,686.3
Privada,744.1,627.4,760.0,619.2
Privada,464.3,512.7,660.0,481.0
Pública,551.1,504.9,680.0,571.2
Privada,580.1,456.3,540.0,405.9
Privada,504.6,498.1,740.0,512.3
Pública,463.1,421.0,500.0,517.8
Pública,408.4,429.1,540.0,506.9
Privada,658.0,627.1,740.0,615.3
Privada,422.7,497.9,840.0,558.2
Pública,689.6,618.1,620.0,584.4
Pública,621.7,541.2,540.0,573.4
Pública,437.3,402.6,540.0,447.2
Pública,399.2,519.9,320.0,462.7
Privada,670.0,597.0,800.0,557.4
Pública,538.2,490.5,800.0,466.8
Pública,379.3,361.5,0.0,410.0
Pública,573.3,535.9,760.0,587.9
Pública,430.0,414.5,620.0,549.5
Pública,409.4,380.0,380.0,392.2
Pública,553.8,435.8,580.0,549.9
Privada,612.8,369.8,880.0,565.5
Privada,662.8,418.5,860.0,565.2
Pública,755.5,585.7,780.0,570.2
Pública,377.4,522.6,620.0,462.0
Pública,413.7,482.4,680.0,513.9
Privada,546.2,510.8,660.0,593.1
Privada,779.0,635.0,900.0,657.1
Pública,426.7,463.5,660.0,552.8
Pública,423.8,384.4,380.0,481.6
Pública,672.5,600.5,660.0,615.4
Privada,540.0,573.6,880.0,588.7
Pública,537.9,386.6,260.0,455.2
Pública,469.4,399.9,400.0,540.1
Pública,445.5,445.3,780.0,499.1
Pública,496.8,468.1,280.0,387.2
Privada,840.2,635.0,900.0,626.8
Pública,522.3,507.8,560.0,516.9
Pública,477.4,550.6,840.0,612.5
Pública,608.3,499.5,560.0,573.7
Privada,552.6,594.3,800.0,556.7
Pública,402.5,486.8,560.0,561.9
Privada,619.3,599.6,960.0,628.2
Pública,561.4,480.9,820.0,531.7
Privada,698.6,605.1,800.0,611.5
Privada,637.2,553.2,780.0,524.8
Pública,591.9,573.3,680.0,592.1
Privada,678.9,571.8,920.0,564.4
Pública,467.1,368.6,360.0,474.9
Privada,774.0,598.2,760.0,611.1
Privada,691.4,611.3,880.0,644.8
Privada,461.2,539.3,620.0,549.7
Pública,501.7,448.5,720.0,521.1
Privada,399.5,495.7,560.0,516.5
Pública,402.8,386.7,0.0,412.5
Privada,469.2,544.7,440.0,562.9
Privada,428.2,394.0,640.0,510.4
Privada,627.4,583.6,840.0,476.3
Pública,415.3,480.6,560.0,415.3
Pública,470.1,579.2,620.0,591.7
Privada,591.8,579.5,620.0,588.1
Pública,368.3,437.8,680.0,460.0
Pública,483.0,477.0,460.0,570.8
Privada,507.8,528.9,660.0,526.5
Privada,585.7,596.0,880.0,594.9
Pública,371.5,404.1,480.0,492.2
Privada,838.0,608.5,980.0,662.5
Privada,648.4,523.1,580.0,589.2
Privada,609.9,458.6,800.0,514.5
Pública,421.3,438.9,380.0,409.3
Pública,364.4,450.7,400.0,464.8
Privada,915.7,744.9,980.0,653.9
Pública,417.0,424.2,380.0,557.0
Privada,414.3,511.7,680.0,517.6
Privada,492.9,430.6,620.0,567.5
Privada,564.4,555.7,600.0,581.0
Pública,463.8,508.0,720.0,520.5
Pública,483.7,417.2,340.0,427.0
Privada,605.6,508.3,540.0,512.8
Privada,508.9,569.7,480.0,496.3
Privada,642.6,552.5,640.0,594.2
Privada,367.9,479.7,640.0,492.3
Privada,652.6,572.7,920.0,577.6
Pública,661.0,598.9,920.0,607.6
Pública,462.7,375.5,680.0,556.9
Pública,496.9,410.2,540.0,491.0
Privada,703.1,603.6,840.0,604.8
Pública,423.3,456.2,500.0,546.2
Privada,729.4,628.1,640.0,633.4
Privada,425.3,483.5,720.0,528.5
Privada,455.5,370.7,740.0,564.6
Pública,392.8,512.9,580.0,496.7
Pública,550.0,434.3,460.0,457.4
Pública,390.3,391.5,500.0,350.0
Pública,447.3,439.8,460.0,553.7
Pública,624.3,452.0,600.0,605.6
Privada,516.9,483.8,580.0,535.2
Pública,402.5,372.8,440.0,519.9
Privada,918.6,737.7,900.0,645.4
Privada,708.0,607.8,680.0,609.9
Privada,651.3,527.9,840.0,609.7
Pública,532.6,562.1,0.0,588.2
Pública,655.8,515.3,600.0,545.6
Privada,637.0,598.9,720.0,600.7
Pública,617.7,544.0,540.0,555.1
Privada,622.6,468.1,640.0,559.2
Privada,471.1,505.4,780.0,535.3
Pública,395.9,576.1,660.0,602.3
Privada,557.4,536.6,480.0,604.7
Pública,441.4,408.5,0.0,437.7
Pública,441.9,508.5,620.0,526.8
Privada,477.9,374.8,460.0,452.7
Privada,593.8,516.4,700.0,535.7
Pública,444.4,387.3,580.0,392.4
Privada,864.2,646.8,820.0,660.7
Pública,439.9,481.6,340.0,432.0
Privada,770.6,607.8,700.0,610.9
Privada,538.5,481.0,740.0,523.6
Pública,604.1,407.3,560.0,497.8
Privada,534.2,380.4,600.0,518.5
Pública,685.4,524.2,540.0,583.6
Privada,469.1,413.7,140.0,432.5
Pública,679.9,562.2,860.0,617.7
Pública,534.4,464.7,320.0,468.2
Pública,544.8,535.9,780.0,539.6
Pública,565.8,473.0,640.0,519.9
Privada,565.2,411.6,600.0,533.6
Pública,441.7,365.5,0.0,476.7
Pública,537.1,510.0,800.0,565.3
Privada,623.3,579.2,760.0,618.4
Pública,434.2,429.8,540.0,536.0
Pública,497.5,448.0,480.0,521.2
Pública,406.2,395.6,420.0,326.1
Privada,503.6,563.6,560.0,527.2
Pública,545.3,540.1,620.0,545.9
Privada,715.5,592.5,820.0,617.4
Privada,397.9,542.3,300.0,557.8
Privada,543.0,481.8,720.0,555.4
Privada,679.2,548.5,940.0,628.1
Pública,491.5,412.5,360.0,512.9
Privada,636.6,565.9,560.0,499.4
Privada,622.8,520.8,640.0,527.0
Pública,416.8,467.0,280.0,409.9
Pública,438.2,400.0,580.0,490.1
Privada,592.3,438.6,520.0,513.6
Privada,595.2,472.4,800.0,591.8
Pública,444.1,490.3,500.0,477.5
Pública,781.6,601.8,800.0,585.6
Pública,436.7,470.6,520.0,525.8
Pública,556.9,434.5,600.0,493.1
Pública,433.9,447.1,660.0,529.7
Privada,562.4,444.9,640.0,566.3
Privada,582.9,431.5,600.0,539.4
Pública,632.1,570.8,700.0,550.4
Pública,709.4,588.1,660.0,657.2
Privada,542.3,540.3,540.0,554.2
Privada,733.6,561.6,700.0,523.5
Privada,676.9,566.2,860.0,606.9
Pública,511.0,550.4,840.0,577.1
Pública,519.8,462.5,640.0,535.2
Pública,444.1,433.8,660.0,504.2
Pública,475.0,551.4,640.0,577.1
Privada,649.9,570.0,700.0,581.3
Pública,464.1,466.5,560.0,500.8
Pública,583.6,446.7,440.0,470.6
Privada,660.6,556.3,680.0,606.5
Pública,519.9,518.8,600.0,522.3
Privada,615.2,413.8,600.0,504.2
Pública,483.6,440.4,340.0,544.9
Pública,706.2,508.8,760.0,584.2
Privada,791.5,638.7,980.0,623.8
Privada,496.3,553.6,700.0,556.8
Pública,397.7,430.6,560.0,476.0
Pública,544.2,467.4,580.0,490.6
Privada,516.9,474.9,620.0,525.9
Privada,531.0,566.5,660.0,536.9
Pública,579.6,482.4,860.0,590.9
Pública,374.8,387.9,0.0,540.5
Pública,384.4,508.8,580.0,520.8
Pública,445.4,464.2,580.0,527.2
Pública,427.4,354.3,280.0,447.3
Privada,510.1,561.7,840.0,626.5
Pública,612.7,482.0,640.0,554.5
Pública,403.0,360.9,320.0,413.4
Privada,541.9,387.2,580.0,519.8
Pública,582.3,458.5,620.0,547.4
Pública,408.0,508.1,500.0,486.1
Privada,714.0,554.9,800.0,554.9
Pública,510.4,401.6,640.0,510.8
Privada,402.4,434.9,480.0,537.8
Pública,499.3,437.9,580.0,422.6
Privada,659.3,537.6,720.0,564.8
Pública,664.9,598.8,960.0,623.9
Pública,641.7,539.0,960.0,581.1
Privada,502.4,513.7,620.0,600.9
Pública,413.8,494.4,520.0,446.2
Privada,535.4,412.4,580.0,484.9
Pública,438.6,504.2,680.0,539.2
Privada,822.9,702.4,920.0,616.1
Privada,711.3,566.5,680.0,632.7
Pública,851.5,602.8,860.0,625.8
Privada,445.7,393.4,580.0,524.6
Pública,452.9,447.4,580.0,552.3
Pública,403.4,345.9,600.0,551.4
Privada,628.6,571.2,880.0,543.2
Pública,623.0,470.9,620.0,546.5
Privada,556.4,505.8,660.0,609.9
Pública,618.8,615.3,740.0,589.2
Privada,657.1,511.3,580.0,617.9
Pública,430.6,479.1,700.0,561.9
Pública,731.5,575.4,860.0,594.4
Pública,515.2,503.4,640.0,584.7
Privada,658.4,557.0,680.0,554.2
Pública,409.3,347.2,600.0,477.8
Privada,392.1,441.0,800.0,529.1
Pública,378.9,419.1,360.0,546.6
Pública,427.1,453.6,480.0,523.8
Pública,403.1,389.9,580.0,404.3
Pública,434.6,436.1,600.0,464.6
Pública,406.2,364.7,400.0,411.6
Privada,705.1,584.6,820.0,517.2
Pública,515.9,536.7,540.0,410.1
Pública,588.0,340.4,560.0,511.9
Pública,477.4,450.8,540.0,457.2
Pública,424.0,381.0,560.0,531.8
Pública,427.8,457.3,540.0,502.1
Pública,480.4,521.8,600.0,523.4
Pública,478.7,402.8,600.0,506.4
Pública,507.0,554.1,360.0,537.3
Pública,519.9,449.6,300.0,520.6
Privada,517.4,524.1,680.0,494.2
Pública,607.4,522.9,700.0,531.9
Pública,384.1,383.6,0.0,453.4
Privada,620.8,581.9,840.0,557.8
Pública,563.8,352.7,400.0,405.5
Pública,498.7,400.0,400.0,465.6
Privada,607.6,569.4,620.0,621.3
Pública,363.3,462.8,280.0,600.6
Privada,639.2,553.0,600.0,549.6
Pública,385.1,478.1,400.0,490.4
Privada,606.1,528.5,780.0,514.9
Privada,592.0,564.9,800.0,567.3
Pública,607.8,606.2,820.0,603.9
Privada,370.9,390.6,800.0,523.2
Pública,521.8,465.1,780.0,490.9
Pública,510.6,411.7,660.0,529.7
Privada,467.4,538.9,800.0,555.0
Privada,564.8,500.2,640.0,494.4
Pública,447.3,418.6,540.0,517.4
Privada,704.2,626.0,860.0,630.5
Privada,472.6,447.7,580.0,477.5
Privada,548.7,507.9,580.0,572.8
Privada,651.5,593.1,740.0,594.3
Privada,690.9,670.2,920.0,618.7
Pública,554.6,460.2,540.0,523.7
Pública,475.3,478.4,360.0,503.1
Privada,651.6,549.3,760.0,570.8
Privada,780.8,593.7,920.0,628.9
Privada,645.5,568.7,720.0,601.6
Privada,424.2,429.4,660.0,506.7
Privada,623.1,459.2,740.0,584.4
Pública,461.7,452.1,0.0,373.8
Privada,663.7,542.6,620.0,538.4
Privada,472.2,571.5,480.0,567.8
Privada,790.6,627.9,980.0,645.1
Pública,368.2,384.5,440.0,407.5
Pública,667.3,557.9,840.0,570.4
Pública,413.6,397.1,240.0,450.3
Privada,414.6,576.3,620.0,570.2
Privada,654.5,592.3,840.0,606.3
Privada,645.4,485.0,800.0,593.0
Privada,479.3,528.2,960.0,542.6
Pública,399.1,486.3,840.0,595.1
Privada,404.1,379.4,400.0,426.2
Privada,471.4,512.2,580.0,517.1
Privada,619.4,511.1,840.0,545.6
Pública,409.3,463.6,240.0,432.9
Privada,678.5,587.2,880.0,589.4
Privada,437.2,370.7,500.0,518.0
Pública,506.4,492.7,640.0,554.3
Privada,597.5,538.2,780.0,570.4
Privada,619.7,394.6,320.0,535.6
Privada,580.1,518.0,680.0,602.3
Pública,435.2,506.7,400.0,593.7
Privada,543.2,479.9,640.0,514.8
Privada,391.9,440.4,520.0,506.3
Pública,418.3,412.9,660.0,536.4
Pública,447.0,434.2,0.0,476.9
Privada,677.3,551.6,820.0,574.0
Privada,701.0,564.0,840.0,627.0
Pública,657.4,360.3,800.0,562.1
Pública,512.1,564.8,620.0,545.1
Pública,373.7,425.2,400.0,362.2
Privada,743.2,619.1,600.0,570.5
Privada,723.2,500.5,760.0,561.1
Privada,565.7,538.1,540.0,561.5
Pública,405.1,459.5,620.0,521.4
Pública,437.3,390.6,580.0,488.9
Privada,384.4,425.6,600.0,543.2
Privada,567.4,514.8,740.0,559.8
Privada,768.5,681.2,660.0,652.1
Privada,670.2,568.1,900.0,598.3
Privada,526.8,562.5,840.0,624.9
Privada,697.6,610.6,720.0,565.9
Pública,434.4,376.7,420.0,514.3
Privada,538.8,487.8,800.0,589.9
Pública,413.4,505.9,580.0,562.4
Privada,711.0,587.0,680.0,590.4
Pública,554.2,395.2,520.0,436.3
Privada,697.9,616.8,740.0,599.0
Privada,621.1,565.3,960.0,601.7
Pública,530.9,523.1,500.0,524.2
Privada,655.4,610.1,800.0,574.9
Privada,720.2,648.3,860.0,639.6
Pública,604.2,594.3,600.0,531.9
Pública,414.2,407.9,580.0,490.0
Privada,517.2,473.8,520.0,548.5
Privada,563.3,432.3,900.0,531.8
Pública,458.4,368.0,500.0,434.6
Pública,593.4,413.5,660.0,538.0
Privada,612.9,563.7,780.0,601.3
Privada,632.4,586.3,640.0,575.5
Pública,632.9,498.3,680.0,548.3
Privada,584.6,483.4,660.0,554.4
Privada,658.4,610.9,840.0,637.5
Privada,437.9,435.1,560.0,414.9
Privada,475.0,437.0,500.0,493.8
Privada,448.7,459.4,600.0,508.3
